study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Boulton2013	all	15.0	NA	species	15.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Boulton2013	all	15.0	NA	healthy	15.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Boulton2013	all	15.0	NA	sex	15.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Boulton2013	all	15.0	NA	age	15.0	NA	NA	NA	NA	NA	NA	18.0	45.0	yr	NA
Boulton2013	all	15.0	NA	bmi	15.0	NA	NA	NA	NA	NA	NA	19.2	30.2	kg/m^2	NA
Boulton2013	all	15.0	NA	overnight fast	15.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Boulton2013	DAPA	7.0	all	species	7.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Boulton2013	DAPA	7.0	all	healthy	7.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Boulton2013	DAPA	7.0	all	sex	7.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Boulton2013	DAPA	7.0	all	age	7.0	NA	NA	NA	NA	NA	NA	18.0	45.0	yr	NA
Boulton2013	DAPA	7.0	all	bmi	7.0	NA	NA	NA	NA	NA	NA	19.2	30.2	kg/m^2	NA
Boulton2013	DAPA	7.0	all	overnight fast	7.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Boulton2013	SAXA	8.0	all	species	8.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Boulton2013	SAXA	8.0	all	healthy	8.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Boulton2013	SAXA	8.0	all	sex	8.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Boulton2013	SAXA	8.0	all	age	8.0	NA	NA	NA	NA	NA	NA	18.0	45.0	yr	NA
Boulton2013	SAXA	8.0	all	bmi	8.0	NA	NA	NA	NA	NA	NA	19.2	30.2	kg/m^2	NA
Boulton2013	SAXA	8.0	all	overnight fast	8.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
