study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	se	sd	unit	comments
Cho2021	NA	all	37.0	DAP10	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_DAP10	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	set to zero
Cho2021	NA	all	37.0	DAP10	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_DAP10	0.167	hr	NA	13.6340609655677	31.8159073146128	2.98907712712462	18.1818463490451	ng/ml	SE reported but SD
Cho2021	NA	all	37.0	DAP10	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_DAP10	0.33	hr	NA	91.1424246954467	176.310485510743	14.0015429487958	85.1680608152963	ng/ml	NA
Cho2021	NA	all	37.0	DAP10	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_DAP10	0.5	hr	NA	159.081860369282	251.425571518314	15.1812125969193	92.343711149032	ng/ml	NA
Cho2021	NA	all	37.0	DAP10	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_DAP10	0.75	hr	NA	195.917980837976	266.253018030335	11.5630088865085	70.335037192359	ng/ml	NA
Cho2021	NA	all	37.0	DAP10	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_DAP10	1.0	hr	NA	181.081239141094	233.233500465921	8.57377894748591	52.152261324827	ng/ml	NA
Cho2021	NA	all	37.0	DAP10	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_DAP10	1.5	hr	NA	123.177117423746	163.368102488708	6.60735724348449	40.190985064962	ng/ml	NA
Cho2021	NA	all	37.0	DAP10	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_DAP10	2.0	hr	NA	88.7170785853654	122.20855916114	5.50596549001439	33.4914805757746	ng/ml	NA
Cho2021	NA	all	37.0	DAP10	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_DAP10	3.0	hr	NA	54.726214202887	75.778413637275	3.4609602675638	21.052199434388	ng/ml	NA
Cho2021	NA	all	37.0	DAP10	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_DAP10	4.0	hr	NA	39.8727411732531	53.2694263554117	2.20240147719556	13.3966851821586	ng/ml	NA
