study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
FDAMB102002		MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	4.0	hr		5.31791907514451					4.0	g	g
FDAMB102002		MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	8.0	hr		10.9826589595375					8.0	g	g
FDAMB102002		MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	12.0	hr		19.8843930635838					12.0	g	g
FDAMB102002		MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	16.0	hr		27.0520231213872					16.0	g	g
FDAMB102002		MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	20.0	hr		33.757225433526					20.0	g	g
FDAMB102002		MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	24.0	hr		40.2312138728323					24.0	g	g
FDAMB102002		MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	316.0	hr		5.13966480446926					4.0	g	g
FDAMB102002		MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	320.0	hr		8.71508379888268					8.0	g	g
FDAMB102002		MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	324.0	hr		16.536312849162					12.0	g	g
FDAMB102002		MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	328.0	hr		21.2290502793296					16.0	g	g
FDAMB102002		MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	332.0	hr		28.6033519553072					20.0	g	g
FDAMB102002		MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	336.0	hr		33.7430167597765					24.0	g	g
