study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
FDAMB102002		MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	4.0	hr		6.01156069364162					4.0	g	g
FDAMB102002		MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	8.0	hr		17.3410404624277					8.0	g	g
FDAMB102002		MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	12.0	hr		26.3583815028901					12.0	g	g
FDAMB102002		MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	16.0	hr		36.300578034682					16.0	g	g
FDAMB102002		MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	20.0	hr		48.0924855491329					20.0	g	g
FDAMB102002		MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	24.0	hr		58.0346820809248					24.0	g	g
FDAMB102002		MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	316.0	hr		8.04469273743016					4.0	g	g
FDAMB102002		MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	320.0	hr		13.8547486033519					8.0	g	g
FDAMB102002		MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	324.0	hr		25.2513966480446					12.0	g	g
FDAMB102002		MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	328.0	hr		34.8603351955307					16.0	g	g
FDAMB102002		MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	332.0	hr		42.3463687150838					20.0	g	g
FDAMB102002		MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	336.0	hr		48.9385474860335					24.0	g	g
