study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
FDAMB102002		MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	0.0	hr		2.5866785841875843e-06					0.0	mole/meter^3	ng/ml
FDAMB102002		MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	0.2	hr		5.927066378921353e-06					0.2	mole/meter^3	ng/ml
FDAMB102002		MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	0.5	hr		0.00015977054821006916					0.5	mole/meter^3	ng/ml
FDAMB102002		MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	1.0	hr		0.00024184960764350207	148.018603232786	0.00012016647860525006	4.905775946165572e-05		1.0	mole/meter^3	ng/ml
FDAMB102002		MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	1.5	hr		0.00020673731257437399	108.159148694653	5.7792623847578595e-05	2.3593739887195046e-05		1.5	mole/meter^3	ng/ml
FDAMB102002		MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	2.0	hr		0.000161570811185238					2.0	mole/meter^3	ng/ml
FDAMB102002		MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	4.0	hr		7.976154583980625e-05	38.5811079996079	1.4598091503838123e-05	5.959645900476957e-06		4.0	mole/meter^3	ng/ml
FDAMB102002		MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	6.0	hr		5.328574971981031e-05	26.3587356257086	1.1181054460726443e-05	4.564646369174921e-06		6.0	mole/meter^3	ng/ml
FDAMB102002		MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	7.99794896543403	hr		3.850275972967352e-05	18.4164879271063	6.539314281342863e-06	2.669663876164149e-06		7.99794896543403	mole/meter^3	ng/ml
FDAMB102002		MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	10.0	hr		2.813447515247082e-05	13.7621450653206	5.5242527785018825e-06	2.2552667529136397e-06		10.0	mole/meter^3	ng/ml
FDAMB102002		MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	12.0	hr		2.1261030798822716e-05	10.0561811959302	3.3338463291123682e-06	1.3610370645293498e-06		12.0	mole/meter^3	ng/ml
