study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
FDAMB102002		MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	4.0	hr		7.86127167630058					4.0	g	g
FDAMB102002		MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	8.0	hr		17.1098265895953					8.0	g	g
FDAMB102002		MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	12.0	hr		30.2890173410404					12.0	g	g
FDAMB102002		MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	16.0	hr		43.8150289017341					16.0	g	g
FDAMB102002		MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	20.0	hr		54.3352601156069					20.0	g	g
FDAMB102002		MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	24.0	hr		62.1965317919075					24.0	g	g
FDAMB102002		MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	316.0	hr		7.59776536312848					4.0	g	g
FDAMB102002		MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	320.0	hr		12.7374301675977					8.0	g	g
FDAMB102002		MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	324.0	hr		23.0167597765363					12.0	g	g
FDAMB102002		MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	328.0	hr		33.2960893854748					16.0	g	g
FDAMB102002		MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	332.0	hr		42.2346368715083					20.0	g	g
FDAMB102002		MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	336.0	hr		53.4078212290502					24.0	g	g
