study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Yang2013	NA	DAP5	14.0	SD_DAP5	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_SD_DAP5	0.0	hr	NA	2.76022752209027	3.24945871559184	0.48923119350157007	0.13075253635752723	ng/ml	NA
Yang2013	NA	DAP5	14.0	SD_DAP5	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_SD_DAP5	0.5	hr	NA	88.0809296531706	100.0	11.9190703468294	3.1855055433351764	ng/ml	NA
Yang2013	NA	DAP5	14.0	SD_DAP5	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_SD_DAP5	1.0	hr	NA	71.5040611397908	63.5549829136229	7.949078226167906	2.124480518784646	ng/ml	NA
Yang2013	NA	DAP5	14.0	SD_DAP5	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_SD_DAP5	1.5	hr	NA	60.1904456780666	52.0637484663257	8.126697211740904	2.1719511894561103	ng/ml	NA
Yang2013	NA	DAP5	14.0	SD_DAP5	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_SD_DAP5	2.0	hr	NA	41.5059383073066	37.2276945350284	4.278243772278202	1.1434087437831677	ng/ml	NA
Yang2013	NA	DAP5	14.0	SD_DAP5	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_SD_DAP5	3.0	hr	NA	26.3790919993476	23.660054900873	2.719037098474601	0.7266932317442768	ng/ml	NA
Yang2013	NA	DAP5	14.0	SD_DAP5	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_SD_DAP5	4.0	hr	NA	21.2212838078798	19.2072224812393	2.014061326640501	0.5382805314457254	ng/ml	NA
Yang2013	NA	DAP5	14.0	SD_DAP5	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_SD_DAP5	6.0	hr	NA	12.2071469661331	10.5589819443357	1.6481650217974	0.4404906306021911	ng/ml	NA
Yang2013	NA	DAP5	14.0	SD_DAP5	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_SD_DAP5	8.0	hr	NA	9.05092390032845	7.75825016856679	1.292673731761659	0.34548158693818914	ng/ml	NA
Yang2013	NA	DAP5	14.0	SD_DAP5	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_SD_DAP5	12.0	hr	NA	4.84216261230151	4.18839125445748	0.6537713578440298	0.17472774502416744	ng/ml	NA
Yang2013	NA	DAP5	14.0	SD_DAP5	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_SD_DAP5	16.0	hr	NA	3.10546031878439	2.66193134612613	0.44352897265825986	0.11853810405678825	ng/ml	NA
Yang2013	NA	DAP5	14.0	SD_DAP5	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_SD_DAP5	24.0	hr	NA	1.92072224812392	1.69179001220283	0.2289322359210899	0.06118471368605862	ng/ml	NA
