study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	min	max	sd	se	cv	unit	comments
Kasichayanula2012	S1	23.0	SIM40	cmax	simvastatin	plasma	LC MS/MS	NA	hr	5.14	NA	NA	NA	NA	NA	ng/ml	geometric mean 
Kasichayanula2012	S1	23.0	SIM40	auc_inf	simvastatin	plasma	LC MS/MS	NA	hr	25.21	NA	NA	NA	NA	NA	ng/ml*hr	geometric mean 
Kasichayanula2012	S1	23.0	SIM40	tmax	simvastatin	plasma	LC MS/MS	NA	hr	1.5	0.48	8.0	NA	NA	NA	hr	median
Kasichayanula2012	S1	23.0	SIM40	thalf	simvastatin	plasma	LC MS/MS	NA	hr	5.59	NA	NA	3.5	NA	NA	hr	NA
Kasichayanula2012	S1	23.0	DAP20, SIM40	cmax	simvastatin	plasma	LC MS/MS	NA	hr	4.81	NA	NA	NA	NA	NA	ng/ml	geometric mean 
Kasichayanula2012	S1	23.0	DAP20, SIM40	auc_inf	simvastatin	plasma	LC MS/MS	NA	hr	29.9	NA	NA	NA	NA	NA	ng/ml*hr	geometric mean 
Kasichayanula2012	S1	23.0	DAP20, SIM40	tmax	simvastatin	plasma	LC MS/MS	NA	hr	1.99	1.0	6.03	NA	NA	NA	hr	median
Kasichayanula2012	S1	23.0	DAP20, SIM40	thalf	simvastatin	plasma	LC MS/MS	NA	hr	7.84	NA	NA	5.01	NA	NA	hr	NA
Kasichayanula2012	S1	24.0	SIM40	cmax	simvastatin acid	plasma	LC MS/MS	NA	hr	1.4	NA	NA	NA	NA	NA	ng/ml	geometric mean 
Kasichayanula2012	S1	24.0	SIM40	auc_inf	simvastatin acid	plasma	LC MS/MS	NA	hr	16.4	NA	NA	NA	NA	NA	ng/ml*hr	geometric mean 
Kasichayanula2012	S1	24.0	SIM40	tmax	simvastatin acid	plasma	LC MS/MS	NA	hr	6.0	2.0	12.0	NA	NA	NA	hr	median
Kasichayanula2012	S1	24.0	SIM40	thalf	simvastatin acid	plasma	LC MS/MS	NA	hr	8.35	NA	NA	8.0	NA	NA	hr	NA
Kasichayanula2012	S1	24.0	DAP20, SIM40	cmax	simvastatin acid	plasma	LC MS/MS	NA	hr	1.5	NA	NA	NA	NA	NA	ng/ml	geometric mean 
Kasichayanula2012	S1	24.0	DAP20, SIM40	auc_inf	simvastatin acid	plasma	LC MS/MS	NA	hr	21.27	NA	NA	NA	NA	NA	ng/ml*hr	geometric mean 
Kasichayanula2012	S1	24.0	DAP20, SIM40	tmax	simvastatin acid	plasma	LC MS/MS	NA	hr	6.0	3.0	411.97	NA	NA	NA	hr	median
Kasichayanula2012	S1	24.0	DAP20, SIM40	thalf	simvastatin acid	plasma	LC MS/MS	NA	hr	12.21	NA	NA	12.02	NA	NA	hr	NA
Kasichayanula2012	S1	24.0	VAL320	cmax	valsartan	plasma	LC MS/MS	NA	hr	5525.0	NA	NA	NA	NA	NA	ng/ml	geometric mean 
Kasichayanula2012	S1	24.0	VAL320	auc_inf	valsartan	plasma	LC MS/MS	NA	hr	38.238	NA	NA	NA	NA	NA	ng/ml*hr	geometric mean 
Kasichayanula2012	S1	24.0	VAL320	tmax	valsartan	plasma	LC MS/MS	NA	hr	3.98	1.0	5.98	NA	NA	NA	hr	median
Kasichayanula2012	S1	24.0	VAL320	thalf	valsartan	plasma	LC MS/MS	NA	hr	16.79	NA	NA	18.6	NA	NA	hr	NA
Kasichayanula2012	S1	24.0	DAP20, VAL320	cmax	valsartan	plasma	LC MS/MS	NA	hr	5184.0	NA	NA	NA	NA	NA	ng/ml	geometric mean 
Kasichayanula2012	S1	24.0	DAP20, VAL320	auc_inf	valsartan	plasma	LC MS/MS	NA	hr	40.536	NA	NA	NA	NA	NA	ng/ml*hr	geometric mean 
Kasichayanula2012	S1	24.0	DAP20, VAL320	tmax	valsartan	plasma	LC MS/MS	NA	hr	3.5	0.5	4.23	NA	NA	NA	hr	median
Kasichayanula2012	S1	24.0	DAP20, VAL320	thalf	valsartan	plasma	LC MS/MS	NA	hr	13.47	NA	NA	9.88	NA	NA	hr	NA
