study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Khomitskaya2018	all	40.0	NA	species	40.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Khomitskaya2018	all	40.0	NA	healthy	40.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Khomitskaya2018	all	40.0	NA	sex	19.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Khomitskaya2018	all	40.0	NA	sex	21.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Khomitskaya2018	all	40.0	NA	age	40.0	NA	NA	30.2	29.0	8.1	NA	NA	NA	yr	unclear if SD
Khomitskaya2018	all	40.0	NA	weight	40.0	NA	NA	71.9	69.7	14.2	NA	NA	NA	kg	NA
Khomitskaya2018	all	40.0	NA	bmi	40.0	NA	NA	24.2	24.1	3.31	NA	NA	NA	kg/m^2	NA
Khomitskaya2018	all	40.0	NA	fasting	40.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Khomitskaya2018	all	40.0	NA	body temperature	40.0	NA	NA	36.5	36.5	0.1	NA	NA	NA	C	NA
Khomitskaya2018	all	40.0	NA	blood pressure systolic	40.0	NA	NA	121.0	121.0	6.9	NA	NA	NA	mmHg	NA
Khomitskaya2018	all	40.0	NA	blood pressure diastolic	40.0	NA	NA	78.0	79.0	5.1	NA	NA	NA	mmHg	NA
Khomitskaya2018	all	40.0	NA	smoking 	12.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Khomitskaya2018	all	40.0	NA	smoking 	23.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Khomitskaya2018	all	40.0	NA	alcohol	40.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
