study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Kasichayanula2013	all	40.0	NA	species	40.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Kasichayanula2013	all	40.0	NA	sex	40.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Kasichayanula2013	all	40.0	NA	healthy	8.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Kasichayanula2013	all	40.0	NA	healthy	32.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Kasichayanula2013	healthy	8.0	all	healthy	8.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Kasichayanula2013	healthy	8.0	healthy	sex	5.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Kasichayanula2013	healthy	8.0	healthy	sex	3.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Kasichayanula2013	healthy	8.0	healthy	age	8.0	NA	NA	43.0	NA	15.0	NA	25.0	63.0	yr	NA
Kasichayanula2013	healthy	8.0	healthy	weight	8.0	NA	NA	77.9	NA	9.9	NA	62.2	96.0	kg	NA
Kasichayanula2013	healthy	8.0	healthy	ethnicity	6.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Kasichayanula2013	healthy	8.0	healthy	ethnicity	2.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Kasichayanula2013	healthy	8.0	healthy	bmi	8.0	NA	NA	27.8	NA	2.7	NA	22.7	31.2	kg/m^2	NA
Kasichayanula2013	healthy	8.0	healthy	overnight fast	8.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Kasichayanula2013	healthy	8.0	healthy	hba1c	8.0	NA	NA	5.5	NA	0.3	NA	NA	NA	percent	baseline
Kasichayanula2013	healthy	8.0	healthy	concentration	8.0	glucose	NA	4.94	NA	0.38	NA	NA	NA	mmole/l	baseline FPG
Kasichayanula2013	healthy	8.0	healthy	clearance	8.0	creatinine	NA	118.5	NA	25.2	NA	NA	NA	ml/min	medication
Kasichayanula2013	t2dm	32.0	all	healthy	32.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Kasichayanula2013	t2dm	32.0	all	disease	32.0	NA	t2dm	NA	NA	NA	NA	NA	NA	NA	NA
Kasichayanula2013	normal	12.0	t2dm	sex	8.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Kasichayanula2013	normal	12.0	t2dm	sex	4.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
