study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Jang2020	P1	16.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	162.97	NA	NA	NA	48.12	NA	NA	ng/ml	NA
Jang2020	P1	16.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	465.27	NA	NA	NA	111.57	NA	NA	ng/ml*hr	NA
Jang2020	P1	16.0	DAP10	tmax	dapagliflozin	plasma	LC MS/MS	NA	NA	NA	0.75	0.5	3.0	NA	NA	NA	hr	NA
Jang2020	P1	16.0	DAP10	thalf	dapagliflozin	plasma	LC MS/MS	NA	NA	10.82	NA	NA	NA	3.07	NA	NA	hr	NA
Jang2020	P1	16.0	DAP10, LOB05	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	153.24	NA	NA	NA	55.69	NA	NA	ng/ml	NA
Jang2020	P1	16.0	DAP10, LOB05	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	463.57	NA	NA	NA	123.53	NA	NA	ng/ml*hr	NA
Jang2020	P1	16.0	DAP10, LOB05	tmax	dapagliflozin	plasma	LC MS/MS	NA	NA	NA	0.75	0.5	4.0	NA	NA	NA	hr	NA
Jang2020	P1	16.0	DAP10, LOB05	thalf	dapagliflozin	plasma	LC MS/MS	NA	NA	9.43	NA	NA	NA	3.52	NA	NA	hr	NA
Jang2020	P2	17.0	LOB05	cmax	lobeglitazone	plasma	LC MS/MS	NA	NA	54.24	NA	NA	NA	8.56	NA	NA	ng/ml	NA
Jang2020	P2	17.0	LOB05	auc_end	lobeglitazone	plasma	LC MS/MS	48.0	hr	373.12	NA	NA	NA	10.5	NA	NA	ng/ml*hr	NA
Jang2020	P2	17.0	LOB05	tmax	lobeglitazone	plasma	LC MS/MS	NA	NA	0.75	NA	0.5	1.0	NA	NA	NA	hr	NA
Jang2020	P2	17.0	LOB05	thalf	lobeglitazone	plasma	LC MS/MS	NA	NA	6.94	NA	NA	NA	1.21	NA	NA	hr	NA
Jang2020	P2	17.0	DAP10, LOB05	cmax	lobeglitazone	plasma	LC MS/MS	NA	NA	52.46	NA	NA	NA	7.21	NA	NA	ng/ml	NA
Jang2020	P2	17.0	DAP10, LOB05	auc_end	lobeglitazone	plasma	LC MS/MS	48.0	hr	358.53	NA	NA	NA	93.69	NA	NA	ng/ml*hr	NA
Jang2020	P2	17.0	DAP10, LOB05	tmax	lobeglitazone	plasma	LC MS/MS	NA	NA	0.75	NA	0.5	2.0	NA	NA	NA	hr	NA
Jang2020	P2	17.0	DAP10, LOB05	thalf	lobeglitazone	plasma	LC MS/MS	NA	NA	6.81	NA	NA	NA	1.26	NA	NA	hr	NA
