study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	raw	mean_unit	value_unit
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	3.5	hr		3.71459965264244				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	8.0	hr		11.2406810099363				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	12.0	hr		19.3988586821677				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	16.0	hr		23.773910372287				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	20.0	hr		27.5168657474687				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	24.0	hr		31.2598211226503				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	28.0	hr		32.4814801687165				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	32.0	hr		32.4389465849076				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	36.0	hr		32.3964130010987				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	40.0	hr		32.3538794172899				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	44.0	hr		32.311345833481				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	48.0	hr		32.2688122496721				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	60.0	hr		33.4030411512423				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	72.0	hr		32.0159737236971				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	84.0	hr		35.673861931261				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	96.0	hr		35.5509871335909				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	108.0	hr		35.4257493590425				time adjusted		g	g
Komoroski2009		SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	120.0	hr		34.036318954619				time adjusted		g	g
