study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	raw	mean_unit	value_unit
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	4.0	hr		8.76191826462979				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	8.0	hr		23.8613405167831				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	12.0	hr		38.9583997920581				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	16.0	hr		50.2723330852207				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	20.0	hr		61.5886293552618				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	24.0	hr		72.9025626484245				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	28.0	hr		82.9546662885903				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	32.0	hr		94.8995144082515				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	36.0	hr		106.213447701414				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	40.0	hr		115.003721688583				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	44.0	hr		120.008506716761				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	48.0	hr		128.79996219237				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	60.0	hr		157.692080482992				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	72.0	hr		173.969446708963				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	84.0	hr		188.983801793499				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	96.0	hr		192.01668261676				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	108.0	hr		196.939944942638				time adjusted		g	g
Komoroski2009		SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	120.0	hr		194.28632190834				time adjusted		g	g
