study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	raw	mean_unit	value_unit
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	4.0	hr		11.2832145937452				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	8.0	hr		26.3849998227767				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	12.0	hr		36.4347404860644				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	16.0	hr		50.274696062099				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	20.0	hr		60.3267997022649				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	24.0	hr		72.9001996715462				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	28.0	hr		84.2164959415872				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	32.0	hr		96.7922588877468				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	36.0	hr		106.849088481669				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	40.0	hr		118.158295821075				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	44.0	hr		128.210399461241				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	48.0	hr		143.307458736516				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	60.0	hr		173.466132633892				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	72.0	hr		193.526624841975				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	84.0	hr		213.589480026937				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	96.0	hr		220.405486832311				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	108.0	hr		225.959663984687				time adjusted		g	g
Komoroski2009		SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	120.0	hr		228.986637365753				time adjusted		g	g
