study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	raw	mean_unit	value_unit
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	4.0	hr		5.60734413213765				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	8.0	hr		13.76434031593				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	12.0	hr		23.8164439560959				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	16.0	hr		27.5617623081558				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	20.0	hr		31.3023547064592				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	24.0	hr		36.3071397346377				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	28.0	hr		36.8967024657663				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	32.0	hr		37.486265196895				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	36.0	hr		37.4460945899644				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	40.0	hr		37.4011980292773				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	44.0	hr		37.3586644454684				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	48.0	hr		36.0543012086627				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	60.0	hr		37.1908930871111				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	72.0	hr		35.8014626826877				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	84.0	hr		38.199884214133				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	96.0	hr		39.3364760925814				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	108.0	hr		36.6875790120393				time adjusted		g	g
Komoroski2009		SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	120.0	hr		34.0339559777407				time adjusted		g	g
