study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	raw	mean_unit	value_unit
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	4.0	hr		13.8092368766172				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	8.0	hr		28.9062961518922				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	12.0	hr		40.2225924219332				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	16.0	hr		52.7983553680927				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	20.0	hr		64.1146516381337				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	24.0	hr		75.4262219544182				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	28.0	hr		88.0019849005777				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	32.0	hr		98.0564515176219				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	36.0	hr		110.634577440659				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	40.0	hr		121.946147756944				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	44.0	hr		133.260081050106				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	48.0	hr		144.574014343269				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	60.0	hr		185.453514337362				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	72.0	hr		213.717080778364				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	84.0	hr		241.349732392868				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	96.0	hr		261.416132043147				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	108.0	hr		285.266839163978				time adjusted		g	g
Komoroski2009		SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	120.0	hr		304.065501719065				time adjusted		g	g
