study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	raw	mean_unit	value_unit
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	4.0	hr		6.23589598175789				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	8.0	hr		20.0711256040359				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	12.0	hr		32.0159737236971				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	16.0	hr		42.0728033176195				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	20.0	hr		50.2321624782901				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	24.0	hr		59.0200734885809				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	28.0	hr		66.5508807996313				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	32.0	hr		72.8174954808067				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	36.0	hr		78.4531953354836				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	40.0	hr		87.8720211722728				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	44.0	hr		91.6173395243328				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	48.0	hr		94.0996467349567				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	60.0	hr		106.591524001937				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	72.0	hr		113.403986341993				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	84.0	hr		117.692789376055				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	96.0	hr		117.569914578385				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	108.0	hr		120.599250936329				time adjusted		g	g
Komoroski2009		SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	120.0	hr		119.211002020345				time adjusted		g	g
