study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	min	max	sd	se	cv	unit	comments
Kasichayanula2013a	RIF	14.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	hr	160.0	NA	NA	NA	NA	34.0	ng/ml	geometric mean 
Kasichayanula2013a	RIF	14.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	hr	635.0	NA	NA	NA	25.0	NA	ng/ml*hr	geometric mean 
Kasichayanula2013a	RIF	14.0	DAP10	tmax	dapagliflozin	plasma	LC MS/MS	NA	hr	0.88	0.5	2.0	NA	NA	NA	hr	median
Kasichayanula2013a	RIF	14.0	DAP10	thalf	dapagliflozin	plasma	LC MS/MS	NA	hr	12.8	NA	NA	4.9	NA	NA	hr	NA
Kasichayanula2013a	RIF	14.0	DAP10	clearance	dapagliflozin	plasma	LC MS/MS	NA	hr	301.0	NA	NA	NA	NA	28.0	ml/min	NA
Kasichayanula2013a	RIF	14.0	DAP10	cumulative amount	dapagliflozin	urine	LC MS/MS	24.0	hr	0.151	NA	NA	0.05500000000000001	NA	NA	mg	NA
Kasichayanula2013a	MFA	16.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	hr	193.0	NA	NA	NA	NA	34.0	ng/ml	geometric mean 
Kasichayanula2013a	MFA	16.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	hr	905.0	NA	NA	NA	28.0	NA	ng/ml*hr	geometric mean 
Kasichayanula2013a	MFA	16.0	DAP10	tmax	dapagliflozin	plasma	LC MS/MS	NA	hr	0.75	0.5	2.0	NA	NA	NA	hr	median
Kasichayanula2013a	MFA	16.0	DAP10	thalf	dapagliflozin	plasma	LC MS/MS	NA	hr	12.7	NA	NA	5.2	NA	NA	hr	NA
Kasichayanula2013a	MFA	16.0	DAP10	clearance	dapagliflozin	plasma	LC MS/MS	NA	hr	309.0	NA	NA	NA	NA	20.0	ml/min	NA
Kasichayanula2013a	MFA	16.0	DAP10	cumulative amount	dapagliflozin	urine	LC MS/MS	24.0	hr	0.123	NA	NA	0.033	NA	NA	mg	NA
Kasichayanula2013a	RIF	14.0	DAP10	cmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	168.0	NA	NA	NA	NA	34.0	ng/ml	geometric mean 
Kasichayanula2013a	RIF	14.0	DAP10	auc_inf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	655.9	NA	NA	NA	25.0	NA	ng/ml*hr	geometric mean 
Kasichayanula2013a	RIF	14.0	DAP10	tmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	1.5	1.0	4.0	NA	NA	NA	hr	median
Kasichayanula2013a	RIF	14.0	DAP10	thalf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	3.2	NA	NA	1.0	NA	NA	hr	NA
Kasichayanula2013a	RIF	14.0	DAP10	auc_inf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	0.8	NA	NA	0.28	NA	NA	ng/ml*hr	metabolite: parent ratio
Kasichayanula2013a	RIF	14.0	DAP10	clearance	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	254.0	NA	NA	NA	NA	27.0	ml/min	NA
Kasichayanula2013a	RIF	14.0	DAP10	cumulative amount	dapagliflozin 3-o-glucuronide	urine	LC MS/MS	24.0	hr	6.8999999999999995	NA	NA	0.54	NA	NA	mg	NA
Kasichayanula2013a	MFA	16.0	DAP10	cmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	202.9	NA	NA	NA	NA	34.0	ng/ml	geometric mean 
Kasichayanula2013a	MFA	16.0	DAP10	auc_inf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	936.6	NA	NA	NA	28.0	NA	ng/ml*hr	geometric mean 
Kasichayanula2013a	MFA	16.0	DAP10	tmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	1.5	0.75	2.0	NA	NA	NA	hr	median
Kasichayanula2013a	MFA	16.0	DAP10	thalf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	13.3	NA	NA	5.2	NA	NA	hr	NA
Kasichayanula2013a	MFA	16.0	DAP10	auc_inf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	1.26	NA	NA	0.5	NA	NA	ng/ml*hr	metabolite: parent ratio
Kasichayanula2013a	MFA	16.0	DAP10	clearance	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	169.0	NA	NA	NA	NA	33.0	ml/min	NA
Kasichayanula2013a	MFA	16.0	DAP10	cumulative amount	dapagliflozin 3-o-glucuronide	urine	LC MS/MS	24.0	hr	6.59	NA	NA	1.3800000000000001	NA	NA	mg	NA
Kasichayanula2013a	RIF	14.0	DAP10, RIF	cmax	dapagliflozin	plasma	LC MS/MS	NA	hr	164.4	NA	NA	NA	NA	17.0	ng/ml	geometric mean 
