study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	min	max	sd	se	cv	unit	comments
FDAMB102007	healthy	5.0	DAP50	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	745.0	NA	NA	216.05	NA	29.0	ng/ml	NA
FDAMB102007	healthy	5.0	DAP50	tmax	dapagliflozin	plasma	LC MS/MS	NA	NA	1.5	0.5	1.5	NA	NA	NA	hr	NA
FDAMB102007	healthy	5.0	DAP50	thalf	dapagliflozin	plasma	LC MS/MS	NA	NA	3.0	NA	NA	7.1	NA	NA	hr	NA
FDAMB102007	healthy	5.0	DAP50	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	2888.0	NA	NA	779.76	NA	27.0	ng/ml*hr	NA
FDAMB102007	healthy	5.0	DAP50	clearance	dapagliflozin	plasma	LC MS/MS	NA	NA	288.0	NA	NA	155.52	NA	54.0	ml/min	NA
FDAMB102007	healthy	5.0	DAP50	clearance_renal	dapagliflozin	urine	LC MS/MS	NA	NA	3.45	NA	NA	1.2075	NA	35.0	ml/min	NA
FDAMB102007	healthy	5.0	DAP50	cumulative amount	dapagliflozin	urine	LC MS/MS	24.0	hr	0.597816	NA	NA	0.264259016326525	NA	NA	mg	error propagation for SD
FDAMB102007	healthy	5.0	DAP50	recovery	dapagliflozin	urine	LC MS/MS	24.0	hr	1.195632	NA	NA	0.528518032653049	NA	NA	percent	error propagation for SD
FDAMB102007	normal	9.0	DAP50	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	674.0	NA	NA	343.74	NA	51.0	ng/ml	NA
FDAMB102007	normal	9.0	DAP50	tmax	dapagliflozin	plasma	LC MS/MS	NA	NA	1.0	0.5	2.0	NA	NA	NA	hr	NA
FDAMB102007	normal	9.0	DAP50	thalf	dapagliflozin	plasma	LC MS/MS	NA	NA	12.6	NA	NA	5.5	NA	NA	hr	NA
FDAMB102007	normal	9.0	DAP50	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	2632.0	NA	NA	894.88	NA	34.0	ng/ml*hr	NA
FDAMB102007	normal	9.0	DAP50	clearance	dapagliflozin	plasma	LC MS/MS	NA	NA	316.0	NA	NA	211.72	NA	67.0	ml/min	NA
FDAMB102007	normal	9.0	DAP50	clearance_renal	dapagliflozin	urine	LC MS/MS	NA	NA	3.3	NA	NA	1.551	NA	47.0	ml/min	NA
FDAMB102007	normal	9.0	DAP50	cumulative amount	dapagliflozin	urine	LC MS/MS	24.0	hr	0.521136	NA	NA	0.30230380217904	NA	NA	mg	error propagation for SD
FDAMB102007	normal	9.0	DAP50	recovery	dapagliflozin	urine	LC MS/MS	24.0	hr	1.042272	NA	NA	0.604607604358079	NA	NA	percent	error propagation for SD
FDAMB102007	mild	9.0	DAP50	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	788.0	NA	NA	267.92	NA	34.0	ng/ml	NA
FDAMB102007	mild	9.0	DAP50	tmax	dapagliflozin	plasma	LC MS/MS	NA	NA	1.5	0.5	2.0	NA	NA	NA	hr	NA
FDAMB102007	mild	9.0	DAP50	thalf	dapagliflozin	plasma	LC MS/MS	NA	NA	15.6	NA	NA	7.2	NA	NA	hr	NA
FDAMB102007	mild	9.0	DAP50	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	3433.0	NA	NA	1098.56	NA	32.0	ng/ml*hr	NA
FDAMB102007	mild	9.0	DAP50	clearance	dapagliflozin	plasma	LC MS/MS	NA	NA	242.0	NA	NA	87.12	NA	36.0	ml/min	NA
FDAMB102007	mild	9.0	DAP50	clearance_renal	dapagliflozin	urine	LC MS/MS	NA	NA	3.34	NA	NA	1.7034	NA	51.0	ml/min	NA
FDAMB102007	mild	9.0	DAP50	cumulative amount	dapagliflozin	urine	LC MS/MS	24.0	hr	0.6879732	NA	NA	0.414214717773719	NA	NA	mg	error propagation for SD
FDAMB102007	mild	9.0	DAP50	recovery	dapagliflozin	urine	LC MS/MS	24.0	hr	1.3759464	NA	NA	0.828429435547439	NA	NA	percent	error propagation for SD
FDAMB102007	moderate	8.0	DAP50	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	814.0	NA	NA	268.62	NA	33.0	ng/ml	NA
FDAMB102007	moderate	8.0	DAP50	tmax	dapagliflozin	plasma	LC MS/MS	NA	NA	1.0	0.5	2.9	NA	NA	NA	hr	NA
FDAMB102007	moderate	8.0	DAP50	thalf	dapagliflozin	plasma	LC MS/MS	NA	NA	17.6	NA	NA	7.1	NA	NA	hr	NA
FDAMB102007	moderate	8.0	DAP50	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	4215.0	NA	NA	885.15	NA	21.0	ng/ml*hr	NA
FDAMB102007	moderate	8.0	DAP50	clearance	dapagliflozin	plasma	LC MS/MS	NA	NA	197.0	NA	NA	96.53	NA	49.0	ml/min	NA
FDAMB102007	moderate	8.0	DAP50	clearance_renal	dapagliflozin	urine	LC MS/MS	NA	NA	2.35	NA	NA	1.6685	NA	71.0	ml/min	NA
FDAMB102007	moderate	8.0	DAP50	cumulative amount	dapagliflozin	urine	LC MS/MS	24.0	hr	0.594315	NA	NA	0.440033972551149	NA	NA	mg	error propagation for SD
FDAMB102007	moderate	8.0	DAP50	recovery	dapagliflozin	urine	LC MS/MS	24.0	hr	1.18863	NA	NA	0.880067945102297	NA	NA	percent	error propagation for SD
FDAMB102007	severe	6.0	DAP50	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	901.0	NA	NA	351.39	NA	39.0	ng/ml	NA
FDAMB102007	severe	6.0	DAP50	tmax	dapagliflozin	plasma	LC MS/MS	NA	NA	1.0	0.5	1.5	NA	NA	NA	hr	NA
FDAMB102007	severe	6.0	DAP50	thalf	dapagliflozin	plasma	LC MS/MS	NA	NA	35.5	NA	NA	46.5	NA	NA	hr	NA
FDAMB102007	severe	6.0	DAP50	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	6082.0	NA	NA	1763.78	NA	29.0	ng/ml*hr	NA
FDAMB102007	severe	6.0	DAP50	clearance	dapagliflozin	plasma	LC MS/MS	NA	NA	137.0	NA	NA	38.36	NA	28.0	ml/min	NA
FDAMB102007	severe	6.0	DAP50	clearance_renal	dapagliflozin	urine	LC MS/MS	NA	NA	0.96	NA	NA	0.528	NA	55.0	ml/min	NA
FDAMB102007	severe	6.0	DAP50	cumulative amount	dapagliflozin	urine	LC MS/MS	24.0	hr	0.3503232	NA	NA	0.217821038395183	NA	NA	mg	error propagation for SD
FDAMB102007	severe	6.0	DAP50	recovery	dapagliflozin	urine	LC MS/MS	24.0	hr	0.7006464	NA	NA	0.435642076790365	NA	NA	percent	error propagation for SD
