study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Sha2015	all	54.0	NA	species	54.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Sha2015	all	54.0	NA	healthy	54.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Sha2015	all	54.0	NA	ethnicity	54.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Sha2015	all	54.0	NA	sex	47.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Sha2015	all	54.0	NA	sex	7.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Sha2015	all	54.0	NA	age	54.0	NA	NA	36.1	NA	8.1	NA	18.0	55.0	yr	NA
Sha2015	all	54.0	NA	gfr	54.0	NA	NA	96.8	NA	14.7	NA	NA	NA	ml/min/(1.73*m^2)	NA
Sha2015	all	54.0	NA	bmi	54.0	NA	NA	24.5	NA	1.6	NA	20.0	27.0	kg/m^2	NA
Sha2015	all	54.0	NA	weight	54.0	NA	NA	78.9	NA	8.5	NA	50.0	NA	kg 	NA
Sha2015	all	54.0	NA	blood pressure diastolic	54.0	NA	NA	NA	NA	NA	NA	NA	90.0	mmHg	NA
Sha2015	all	54.0	NA	blood pressure systolic	54.0	NA	NA	NA	NA	NA	NA	90.0	140.0	mmHg	NA
Sha2015	AB	27.0	all	sex	24.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Sha2015	AB	27.0	all	sex	3.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Sha2015	AB	27.0	all	age	27.0	NA	NA	35.1	NA	8.4	NA	NA	NA	yr	NA
Sha2015	AB	27.0	all	weight	27.0	NA	NA	80.1	NA	8.2	NA	NA	NA	kg	NA
Sha2015	AB	27.0	all	bmi	27.0	NA	NA	24.6	NA	1.5	NA	NA	NA	kg/m^2	NA
Sha2015	AB	27.0	all	gfr	27.0	NA	NA	98.9	NA	15.9	NA	NA	NA	ml/min/(1.73*m^2)	NA
Sha2015	BA	27.0	all	sex	23.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Sha2015	BA	27.0	all	sex	4.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Sha2015	BA	27.0	all	age	27.0	NA	NA	37.0	NA	7.9	NA	NA	NA	yr	NA
Sha2015	BA	27.0	all	weight	27.0	NA	NA	77.7	NA	8.8	NA	NA	NA	kg	NA
Sha2015	BA	27.0	all	bmi	27.0	NA	NA	24.4	NA	1.7	NA	NA	NA	kg/m^2	NA
Sha2015	BA	27.0	all	gfr	27.0	NA	NA	94.8	NA	13.4	NA	NA	NA	ml/min/(1.73*m^2)	NA
