study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	0.5	hr		6.108239027753216e-05	48.1625471755053	5.671102522191464e-05	1.7933600814450626e-05		0.5	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	1.0	hr		0.00015829356517155474	97.567418169363	8.033167584304639e-05	2.5403106392235242e-05		1.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	2.0	hr		9.36050474465871e-05	46.6067905938087	2.0383380729909535e-05	6.445790952089941e-06		2.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	4.0	hr		4.256506279596624e-05	22.2635073286916	1.1885848192755453e-05	3.7586352212103277e-06		4.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	6.0	hr		2.687879436033928e-05	14.2915789865478	8.074795107656413e-06	2.553474417937869e-06		6.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	8.0	hr		2.17129165173833e-05	12.3284673944206	8.439398246420137e-06	2.6687720539918514e-06		8.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	12.0	hr		1.0895644429047627e-05	6.08574464330668	3.988548568060718e-06	1.261289803327498e-06		12.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	18.0	hr		5.290874153850976e-06	3.71886130957511	3.804520527566262e-06	1.2030950271974794e-06		18.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	24.0	hr		5.378455212483217e-06	3.4824868329922	3.1388272517347687e-06	9.925843297288573e-07		24.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	312.0	hr		1.1635188430923125e-05	9.17417129804678	1.0802515447901795e-05	3.4160553274523635e-06		0.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	312.5	hr		8.693881297944472e-05	56.7558582262443	5.187166906814537e-05	1.6403262028984334e-05		0.5	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	313.0	hr		0.00015571596296707488	97.567418169363	8.290927804752625e-05	2.621821577903799e-05		1.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	314.0	hr		0.00011030635034272624	52.2829484565263	1.7564525103992684e-05	5.554390534782268e-06		2.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	316.0	hr		5.183400613214447e-05	26.2358313600326	1.2332205283215817e-05	3.8997857267723725e-06		4.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	318.0	hr		3.524169948281618e-05	17.9846487729864	8.744205120780536e-06	2.7651604509374305e-06		6.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	320.0	hr		2.8468541726342413e-05	15.2616227123374	8.85752947996713e-06	2.8009967598783e-06		8.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	324.0	hr		1.4522122822623751e-05	8.04499626304382	5.1539043619636905e-06	1.6298076626482162e-06		12.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	330.0	hr		8.107942795868473e-06	5.08021804691301	4.31698633105605e-06	1.3651509433950787e-06		18.0	mole/meter^3	ng/ml
FDAMB102003		MAD5	10.0	DAP5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD5	336.0	hr		7.655177043855673e-06	4.52867838699344	3.4208254972596385e-06	1.0817600049318543e-06		24.0	mole/meter^3	ng/ml
