study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
FDAMB102003		MAD5	10.0	DAP5M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD5	4.0	hr		5.91133004926109					4.0	g	g
FDAMB102003		MAD5	10.0	DAP5M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD5	8.0	hr		12.807881773399					8.0	g	g
FDAMB102003		MAD5	10.0	DAP5M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD5	12.0	hr		23.6453201970443					12.0	g	g
FDAMB102003		MAD5	10.0	DAP5M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD5	16.0	hr		31.0344827586206					16.0	g	g
FDAMB102003		MAD5	10.0	DAP5M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD5	20.0	hr		38.423645320197					20.0	g	g
FDAMB102003		MAD5	10.0	DAP5M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD5	24.0	hr		45.3201970443349					24.0	g	g
FDAMB102003		MAD5	10.0	DAP5M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD5	316.0	hr		5.32687651331718					4.0	g	g
FDAMB102003		MAD5	10.0	DAP5M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD5	320.0	hr		10.1694915254237					8.0	g	g
FDAMB102003		MAD5	10.0	DAP5M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD5	324.0	hr		18.4019370460048					12.0	g	g
FDAMB102003		MAD5	10.0	DAP5M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD5	328.0	hr		27.6029055690072					16.0	g	g
FDAMB102003		MAD5	10.0	DAP5M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD5	332.0	hr		32.9297820823244					20.0	g	g
FDAMB102003		MAD5	10.0	DAP5M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD5	336.0	hr		36.8038740920096					24.0	g	g
