study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
FDAMB102003		MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	4.0	hr		9.85221674876845					4.0	g	g
FDAMB102003		MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	8.0	hr		19.2118226600985					8.0	g	g
FDAMB102003		MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	12.0	hr		35.4679802955664					12.0	g	g
FDAMB102003		MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	16.0	hr		50.2463054187192					16.0	g	g
FDAMB102003		MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	20.0	hr		61.0837438423645					20.0	g	g
FDAMB102003		MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	24.0	hr		80.7881773399015					24.0	g	g
FDAMB102003		MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	316.0	hr		11.138014527845					4.0	g	g
FDAMB102003		MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	320.0	hr		17.9176755447941					8.0	g	g
FDAMB102003		MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	324.0	hr		32.9297820823244					12.0	g	g
FDAMB102003		MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	328.0	hr		44.5520581113801					16.0	g	g
FDAMB102003		MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	332.0	hr		57.1428571428571					20.0	g	g
FDAMB102003		MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	336.0	hr		69.2493946731234					24.0	g	g
