study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	0.225225225225225	hr		2.183354859793094e-05	23.5494449972719	1.842191293586718e-05	6.14063764528906e-06		0.225225225225225	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	0.5	hr		0.0003295097643158787	363.401297362603	0.00029168903459455387	9.722967819818461e-05		0.5	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	1.0	hr		0.0011841966933554477	988.938038990735	0.000506295680987689	0.00016876522699589626		1.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	1.5	hr		0.001210836990032677	904.735724234928	0.00033571980353130253	0.00011190660117710087		1.5	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	2.0	hr		0.001019075716089535	724.274811291778	0.00021900088440923076	7.300029480307693e-05		2.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	4.0	hr		0.0005028554573123196	384.185582437181	0.0001538720340332889	5.129067801109624e-05		4.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	6.0	hr		0.00027887174896125465	213.060241749374	8.533379249066667e-05	2.844459749688889e-05		6.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	8.0	hr		0.00022324727314633334	170.562698314252	6.831289491221709e-05	2.2770964970738973e-05		8.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	10.0	hr		0.00013992251806955588	105.719375584352	4.0794363271216754e-05	1.359812109040559e-05		10.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	12.0	hr		0.00010595334333173624	78.2924361440584	2.787988084614137e-05	9.293293615380462e-06		12.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	18.0	hr		5.558036936560103e-05	39.7222478071555	1.2320908937228872e-05	4.106969645742958e-06		18.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	24.0	hr		4.730130464407129e-05	32.5145160788766	8.279064721529744e-06	2.759688240509915e-06		24.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	312.0	hr		6.35173605960113e-05	43.9048074958528	1.1533592388352479e-05	3.844530796117487e-06	Day 14	0.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	312.225225225225	hr		6.981604534486343e-05	48.5277703972394	1.3137408325631282e-05	4.3791361085437615e-06	Day 14	0.225225225225225	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	312.5	hr		0.0002195532074512376	163.139973142334	5.93185415100171e-05	1.9772847170005642e-05	Day 14	0.5	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	313.0	hr		0.0009427358609772873	827.702746212768	0.00047214062827530766	0.00015738020942510257	Day 14	1.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	313.5	hr		0.001138978776246501	855.789886417788	0.0003239099184847607	0.00010796997282825351	Day 14	1.5	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	314.0	hr		0.001019075716089535	708.339639169116	0.0001917612739431419	6.392042464771402e-05	Day 14	2.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	316.0	hr		0.0005589035749643846	401.665688253777	0.00012770443914463588	4.2568146381545296e-05	Day 14	4.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	318.0	hr		0.0003295097643158787	254.564067386041	0.00010564248762607181	3.5214162542023934e-05	Day 14	6.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	320.0	hr		0.00027887174896125465	215.443469003188	8.940768523222905e-05	2.980256174407641e-05	Day 14	8.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	322.0	hr		0.00017772656471796752	139.613539085679	6.092905765071454e-05	2.0309685883571454e-05	Day 14	10.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	324.0	hr		0.00011841966933554495	89.4727572929754	3.452521492595145e-05	1.1508404975317162e-05	Day 14	12.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	330.0	hr		6.0081097003198974e-05	44.395913358394	1.5809353182089915e-05	5.269784394029965e-06	Day 14	18.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	336.0	hr		6.143271220178838e-05	46.4158883361277	1.791068666338718e-05	5.970228887795727e-06	Day 14	24.0	mole/meter^3	ng/ml
