study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
Kasichayanula2011a		MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	0.206456456456455	hr		2.510162803708071e-05	17.9153710115604	1.8714840674622927e-05	6.238280224874302e-06		0.206456456456455	mole/meter^3	ng/ml
Kasichayanula2011a		MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	0.5	hr		9.882417105053282e-05	57.0757481451708	4.07686808745657e-05	1.3589560291521891e-05		0.5	mole/meter^3	ng/ml
Kasichayanula2011a		MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	1.0	hr		9.34694380634148e-05	48.2915302842497	2.4639437514697966e-05	8.213145838232655e-06		1.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	1.5	hr		5.952534069643289e-05	31.9770730959404	1.86824966905807e-05	6.227498896860224e-06		1.5	mole/meter^3	ng/ml
Kasichayanula2011a		MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	2.0	hr		4.480379413024118e-05	24.2030984707907	1.4390866487580742e-05	4.796955495860256e-06		2.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	4.0	hr		2.0770350497703912e-05	10.8513524862237	5.769314596894416e-06	1.9231048656314703e-06		4.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	6.0	hr		1.3080892411428268e-05	6.87221557093959	3.7268096646187944e-06	1.2422698882062648e-06		6.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	8.0	hr		1.0585268773601878e-05	5.81455026257069	3.6356513227867094e-06	1.2118837742622357e-06		8.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	10.0	hr		7.705461662039657e-06	4.16250567590592	2.4749749916545727e-06	8.249916638848568e-07		10.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	12.0	hr		6.270216477003349e-06	3.44426671088948	2.153589230122043e-06	7.178630767073469e-07		12.0	mole/meter^3	ng/ml
