study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	0.225225225225225	hr		6.981604534486359e-06	6.70018750350959	4.471707437324905e-06	1.4905691457749692e-06		0.225225225225225	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	0.5	hr		0.00017871779824566667	157.785697085307	9.100134207109743e-05	3.033378069036581e-05		0.5	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	1.0	hr		0.0006246634080296342	453.946666143019	0.00015131379905244957	5.043793301748325e-05		1.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	1.5	hr		0.0005908693695709709	415.295751163621	0.00011903789737538975	3.9679299125129916e-05		1.5	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	2.0	hr		0.00047038954505879317	343.741433728623	0.00011720264934910942	3.9067549783036415e-05		2.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	4.0	hr		0.00018893934036342224	141.175213796166	5.238581142489573e-05	1.7461937141631967e-05		4.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	6.0	hr		0.00012041212502861043	94.5900403282372	4.1280251600854874e-05	1.3760083866951624e-05		6.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	8.0	hr		0.00011646018274495042	103.393384923939	6.028064618485983e-05	2.0093548728286668e-05		8.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	10.0	hr		7.54695343090065e-05	59.948425031894	2.7006405916453335e-05	9.002135305484445e-06		10.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	12.0	hr		5.286671169547709e-05	38.4185582437181	1.280603743908376e-05	4.2686791463612475e-06		12.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	18.0	hr		2.851453909743675e-05	22.7765490167439	1.0419732726057095e-05	3.4732442420190254e-06		18.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	24.0	hr		2.4538553867555214e-05	21.785335431435	1.2701335758829401e-05	4.2337785862764614e-06		24.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	312.0	hr		2.8042709904601538e-05	23.0313205870699	1.132706887671453e-05	3.7756896255715046e-06	Day 14	0.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	312.225225225225	hr		3.18695209135747e-05	24.8963262046965	1.0688301658556068e-05	3.5627672195186834e-06	Day 14	0.225225225225225	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	312.5	hr		0.00016904923743431386	202.657781927301	0.00017737432141577263	5.9124773805257777e-05	Day 14	0.5	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	313.0	hr		0.0005000664391296461	410.701765756936	0.0002019878613095607	6.732928710318685e-05	Day 14	1.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	313.5	hr		0.000537562141006294	388.482965858268	0.0001265113049052752	4.217043496842513e-05	Day 14	1.5	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	314.0	hr		0.00045495129635694705	317.991461638607	8.862385174323591e-05	2.9541283914411967e-05	Day 14	2.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	316.0	hr		0.00021116968570080683	154.314166386809	5.261521410570427e-05	1.753840470190137e-05	Day 14	4.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	318.0	hr		0.0001479252124050378	116.851112156262	5.1820278460367356e-05	1.727342615345573e-05	Day 14	6.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	320.0	hr		0.00015041411001181303	127.726259297896	6.792137596749641e-05	2.264045865583214e-05	Day 14	8.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	322.0	hr		9.479937772299744e-05	77.4263682681126	3.7553388547280516e-05	1.2517796182426839e-05	Day 14	10.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	324.0	hr		6.494627974426325e-05	58.629466459164	3.5275030442341875e-05	1.1758343480780632e-05	Day 14	12.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	330.0	hr		3.134217694082752e-05	25.7411543847415	1.2659796366422907e-05	4.2199321221409745e-06	Day 14	18.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	336.0	hr		3.065260030987966e-05	27.5177883859394	1.638635419599966e-05	5.462118065333214e-06	Day 14	24.0	mole/meter^3	ng/ml
