study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	0.225225225225223	hr		8.408177859017226e-05	63.8026488913352	7.196337208335034e-05	2.3987790694450113e-05		0.225225225225223	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	0.5	hr		0.0004397949891648458	271.563231355148	0.00022438002692853285	7.479334230951103e-05		0.5	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	1.5	hr		0.0002519502496475532	148.792364446057	0.00011195826093166583	3.731942031055536e-05		1.5	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	2.0	hr		0.00018340516721144587	95.2866937434097	4.964199839599142e-05	1.6547332798663816e-05		2.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	4.0	hr		9.34694380634148e-05	49.3796931771434	2.7300808876694723e-05	9.100269625564906e-06		4.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	6.0	hr		6.918699534148648e-05	37.3749521364281	2.2222689661994066e-05	7.407563220664682e-06		6.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	8.0	hr		6.293546396239688e-05	34.5708197244994	2.1616022011241392e-05	7.205340670413797e-06		8.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	10.0	hr		3.941573520877633e-05	21.1741727330727	1.2370938729274616e-05	4.123646243091548e-06		10.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	12.0	hr		3.279675851061528e-05	18.1160919420041	1.1510622857203338e-05	3.8368742857344464e-06		12.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	18.0	hr		1.899914896325392e-05	10.731122716217	7.246464506495857e-06	2.4154881688319505e-06		18.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	24.0	hr		1.438024899399672e-05	8.12226994708009	5.484770087918915e-06	1.8282566959729722e-06		24.0	mole/meter^3	ng/ml
Kasichayanula2011a		MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	312.0	hr		1.899914896325392e-05	10.3783671935269	6.38371367019681e-06	2.1279045567322693e-06	Day 14	0.0	mole/meter^3	ng/ml
