study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Hwang2022a	C1236T_CC	19.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	217.69	NA	NA	NA	84.87	NA	NA	ng/ml	NA
Hwang2022a	C1236T_CC	19.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	631.29	NA	NA	NA	176.67	NA	NA	ng/ml*hr	NA
Hwang2022a	C1236T_CC	19.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	112.84	NA	NA	NA	60.7	NA	NA	ng/ml*hr	NA
Hwang2022a	C1236T_CT	53.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	184.93	NA	NA	NA	71.14	NA	NA	ng/ml	NA
Hwang2022a	C1236T_CT	53.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	561.59	NA	NA	NA	147.94	NA	NA	ng/ml*hr	NA
Hwang2022a	C1236T_CT	53.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	101.43	NA	NA	NA	51.04	NA	NA	ng/ml*hr	NA
Hwang2022a	C1236T_TT	28.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	207.07	NA	NA	NA	67.03	NA	NA	ng/ml	NA
Hwang2022a	C1236T_TT	28.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	590.47	NA	NA	NA	146.51	NA	NA	ng/ml*hr	NA
Hwang2022a	C1236T_TT	28.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	112.74	NA	NA	NA	58.06	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_GG	25.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	202.29	NA	NA	NA	81.0	NA	NA	ng/ml	NA
Hwang2022a	G2677T/A_GG	25.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	587.7	NA	NA	NA	165.83	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_GG	25.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	109.18	NA	NA	NA	66.63	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_GT	27.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	194.25	NA	NA	NA	64.61	NA	NA	ng/ml	NA
Hwang2022a	G2677T/A_GT	27.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	573.12	NA	NA	NA	141.07	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_GT	27.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	104.88	NA	NA	NA	51.36	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_GA	20.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	189.96	NA	NA	NA	66.46	NA	NA	ng/ml	NA
Hwang2022a	G2677T/A_GA	20.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	598.44	NA	NA	NA	184.98	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_GA	20.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	98.27	NA	NA	NA	43.88	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_TT	9.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	215.62	NA	NA	NA	85.98	NA	NA	ng/ml	NA
Hwang2022a	G2677T/A_TT	9.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	631.79	NA	NA	NA	151.87	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_TT	9.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	124.04	NA	NA	NA	68.38	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_TA	17.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	195.67	NA	NA	NA	79.73	NA	NA	ng/ml	NA
Hwang2022a	G2677T/A_TA	17.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	545.26	NA	NA	NA	126.69	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_TA	17.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	111.25	NA	NA	NA	47.48	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_AA	2.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	183.49	NA	NA	NA	NA	NA	NA	ng/ml	NA
Hwang2022a	G2677T/A_AA	2.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	600.61	NA	NA	NA	NA	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_AA	2.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	71.06	NA	NA	NA	59.41	NA	NA	ng/ml*hr	NA
Hwang2022a	C3435T_CC	49.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	197.79	NA	NA	NA	74.71	NA	NA	ng/ml	NA
Hwang2022a	C3435T_CC	49.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	578.91	NA	NA	NA	157.73	NA	NA	ng/ml*hr	NA
Hwang2022a	C3435T_CC	49.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	103.47	NA	NA	NA	56.2	NA	NA	ng/ml*hr	NA
Hwang2022a	C3435T_CT	42.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	191.34	NA	NA	NA	74.71	NA	NA	ng/ml	NA
Hwang2022a	C3435T_CT	42.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	578.91	NA	NA	NA	157.73	NA	NA	ng/ml*hr	NA
Hwang2022a	C3435T_CT	42.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	103.47	NA	NA	NA	56.2	NA	NA	ng/ml*hr	NA
Hwang2022a	C3435T_TT	9.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	223.06	NA	NA	NA	75.94	NA	NA	ng/ml	NA
Hwang2022a	C3435T_TT	9.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	673.58	NA	NA	NA	118.21	NA	NA	ng/ml*hr	NA
