study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Hwang2022a	C1236T_CT+TT	81.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	192.58	NA	NA	NA	70.13	NA	NA	ng/ml	NA
Hwang2022a	C1236T_CT+TT	81.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	571.58	NA	NA	NA	147.18	NA	NA	ng/ml*hr	NA
Hwang2022a	C1236T_CT+TT	81.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	105.34	NA	NA	NA	53.48	NA	NA	ng/ml*hr	NA
Hwang2022a	C1236T_CC+CT	72.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	193.57	NA	NA	NA	75.79	NA	NA	ng/ml	NA
Hwang2022a	C1236T_CC+CT	72.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	579.99	NA	NA	NA	157.8	NA	NA	ng/ml*hr	NA
Hwang2022a	C1236T_CC+CT	72.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	104.44	NA	NA	NA	53.55	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_GA+GT	47.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	192.43	NA	NA	NA	64.71	NA	NA	ng/ml	NA
Hwang2022a	G2677T/A_GA+GT	47.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	583.89	NA	NA	NA	159.82	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_GA+GT	47.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	102.07	NA	NA	NA	47.93	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_AT+GT	44.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	194.8	NA	NA	NA	69.92	NA	NA	ng/ml	NA
Hwang2022a	G2677T/A_AT+GT	44.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	562.35	NA	NA	NA	134.88	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_AT+GT	44.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	107.34	NA	NA	NA	49.43	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_AT+GA	37.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	192.58	NA	NA	NA	71.86	NA	NA	ng/ml	NA
Hwang2022a	G2677T/A_AT+GA	37.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	574.0	NA	NA	NA	160.98	NA	NA	ng/ml*hr	NA
Hwang2022a	G2677T/A_AT+GA	37.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	104.23	NA	NA	NA	45.4	NA	NA	ng/ml*hr	NA
Hwang2022a	C3435T_CT+TT	51.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	196.94	NA	NA	NA	72.79	NA	NA	ng/ml	NA
Hwang2022a	C3435T_CT+TT	51.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	586.77	NA	NA	NA	151.92	NA	NA	ng/ml*hr	NA
Hwang2022a	C3435T_CT+TT	51.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	109.93	NA	NA	NA	53.54	NA	NA	ng/ml*hr	NA
Hwang2022a	C3435T_CC+CT	91.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	194.81	NA	NA	NA	73.04	NA	NA	ng/ml	NA
Hwang2022a	C3435T_CC+CT	91.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	573.96	NA	NA	NA	154.8	NA	NA	ng/ml*hr	NA
